I10_DX,freq
I5033,0.0016005979899089203
Z86711,0.0015924731270159816
M1712,0.0015924731270159816
Z853,0.0015843482641230428
O9902,0.0015843482641230428
M1711,0.0015274742238724722
I5022,0.0015193493609795335
R197,0.0015193493609795335
M797,0.001503099635193656
E1140,0.0014949747723007173
Z915,0.0014787250465148401
J9621,0.0014787250465148401
R001,0.001454350457836024
E1142,0.001454350457836024
B9620,0.001454350457836024
I5023,0.001454350457836024
Z98890,0.0014381007320501467
Z79891,0.0014381007320501467
M545,0.001429975869157208
Z5111,0.001429975869157208
D638,0.001429975869157208
Z992,0.001429975869157208
Z9221,0.001429975869157208
F1210,0.0014218510062642693
Z931,0.0014137261433713306
Z923,0.0013974764175854533
R112,0.001381226691799576
O99214,0.0013731018289066372
Z720,0.0013568521031207597
Z6843,0.0013568521031207597
Z7952,0.0013487272402278212
J690,0.0013487272402278212
Z981,0.0013406023773348825
E870,0.0013406023773348825
F411,0.0013406023773348825
E8339,0.0013324775144419438
I255,0.0013324775144419438
G8918,0.0013324775144419438
Z8546,0.0012999780628701891
G9341,0.0012918531999772504
M069,0.0012837283370843117
T451X5A,0.001275603474191373
Z590,0.001251228885512557
Z886,0.001251228885512557
Z87440,0.0012431040226196183
F332,0.0012431040226196183
R531,0.0012349791597266796
Z9181,0.0012268542968337408
N401,0.0012268542968337408
Z87442,0.0012187294339408023
H409,0.0011943548452619862
R6521,0.0011943548452619862
L03115,0.001178105119476109
Z3A37,0.0011699802565831702
G2581,0.0011618553936902315
Z2821,0.001145605667904354
W19XXXA,0.001145605667904354
Z7951,0.0011374808050114153
G9340,0.0011293559421184768
Z85828,0.0011293559421184768
O770,0.0011212310792255381
Y92009,0.0011131062163325994
I120,0.0011049813534396607
N184,0.001096856490546722
R569,0.0010806067647608447
R51,0.0010643570389749673
K660,0.0010643570389749673
Z96651,0.0010562321760820286
M1611,0.0010481073131890898
J9600,0.0010399824502961513
J45901,0.0010399824502961513
D259,0.0010399824502961513
R509,0.0010399824502961513
I472,0.0010156078616173352
E46,0.0010074829987243965
L03116,0.0010074829987243965
M4806,0.0010074829987243965
Z006,0.0010074829987243965
F418,9.99358135831458e-4
R5381,9.831084100455805e-4
E1151,9.749835471526418e-4
K760,9.749835471526418e-4
I4892,9.668586842597032e-4
O99344,9.587338213667644e-4
K567,9.587338213667644e-4
R32,9.506089584738257e-4
F913,9.424840955808871e-4
Z95810,9.424840955808871e-4
D500,9.424840955808871e-4
Z9884,9.343592326879484e-4
G894,9.343592326879484e-4
F1020,9.262343697950097e-4
E8351,9.181095069020711e-4
E440,9.181095069020711e-4
R55,9.018597811161936e-4
Y9389,9.018597811161936e-4
R7303,9.018597811161936e-4
I471,9.018597811161936e-4
Y9289,8.93734918223255e-4
I25110,8.93734918223255e-4
Y929,8.93734918223255e-4
Z952,8.93734918223255e-4
Z96652,8.856100553303163e-4
E782,8.856100553303163e-4
O99334,8.774851924373777e-4
N170,8.774851924373777e-4
invl,8.69360329544439e-4
Z6834,8.449857408656229e-4
G92,8.368608779726842e-4
M1612,8.368608779726842e-4
E1010,8.368608779726842e-4
B1920,8.368608779726842e-4
R6250,8.368608779726842e-4
F0280,8.287360150797456e-4
Z6839,8.287360150797456e-4
R110,8.287360150797456e-4
Z85038,8.206111521868068e-4
H9190,8.206111521868068e-4
K529,8.206111521868068e-4
Z3A41,8.124862892938681e-4
Z91040,8.124862892938681e-4
I132,8.124862892938681e-4
D61818,8.124862892938681e-4
I447,8.043614264009295e-4
R188,7.962365635079908e-4
R6520,7.881117006150522e-4
R079,7.881117006150522e-4
Z8711,7.881117006150522e-4
M4802,7.881117006150522e-4
R338,7.799868377221134e-4
K2970,7.799868377221134e-4
Z818,7.799868377221134e-4
Z6837,7.799868377221134e-4
F1120,7.799868377221134e-4
I9581,7.718619748291747e-4
Z6836,7.718619748291747e-4
Z96653,7.637371119362361e-4
J069,7.637371119362361e-4
T380X5A,7.556122490432974e-4
F840,7.474873861503587e-4
K3184,7.474873861503587e-4
Z6835,7.474873861503587e-4
Z302,7.393625232574201e-4
R0789,7.393625232574201e-4
Z86010,7.393625232574201e-4
Z8614,7.393625232574201e-4
G309,7.393625232574201e-4
J9622,7.393625232574201e-4
C7951,7.312376603644813e-4
X58XXXA,7.312376603644813e-4
B9562,7.312376603644813e-4
R911,7.312376603644813e-4
K7460,7.231127974715426e-4
R4701,7.231127974715426e-4
Z6833,7.231127974715426e-4
E8770,7.231127974715426e-4
K5909,7.231127974715426e-4
B9689,7.14987934578604e-4
J209,7.14987934578604e-4
Z825,7.14987934578604e-4
R740,7.068630716856653e-4
I5043,7.068630716856653e-4
N182,7.068630716856653e-4
D6959,7.068630716856653e-4
F1510,7.068630716856653e-4
Z8701,7.068630716856653e-4
O134,6.987382087927267e-4
K589,6.90613345899788e-4
E8809,6.90613345899788e-4
N920,6.824884830068492e-4
M419,6.824884830068492e-4
Z8619,6.824884830068492e-4
F410,6.824884830068492e-4
K921,6.824884830068492e-4
R627,6.824884830068492e-4
R7989,6.824884830068492e-4
N319,6.743636201139106e-4
F10239,6.743636201139106e-4
R64,6.662387572209719e-4
F05,6.581138943280332e-4
I495,6.581138943280332e-4
Z96641,6.581138943280332e-4
Z781,6.499890314350946e-4
C787,6.499890314350946e-4
Y848,6.418641685421558e-4
Z6838,6.418641685421558e-4
I160,6.418641685421558e-4
I639,6.418641685421558e-4
W1830XA,6.337393056492171e-4
Z91018,6.337393056492171e-4
T814XXA,6.337393056492171e-4
Z823,6.337393056492171e-4
O9081,6.337393056492171e-4
R5081,6.337393056492171e-4
O9989,6.256144427562785e-4
I420,6.256144427562785e-4
I481,6.174895798633398e-4
Z6832,6.093647169704012e-4
Z905,6.093647169704012e-4
W010XXA,6.093647169704012e-4
F331,6.093647169704012e-4
J9611,6.093647169704012e-4
E538,6.093647169704012e-4
F209,6.093647169704012e-4
G936,6.012398540774624e-4
Z791,6.012398540774624e-4
Z7722,6.012398540774624e-4
R109,6.012398540774624e-4
B9561,6.012398540774624e-4
E11621,6.012398540774624e-4
O7182,6.012398540774624e-4
R29810,5.931149911845237e-4
C61,5.931149911845237e-4
A047,5.931149911845237e-4
Z91041,5.931149911845237e-4
M8580,5.931149911845237e-4
D709,5.931149911845237e-4
E11649,5.931149911845237e-4
G20,5.931149911845237e-4
F603,5.931149911845237e-4
R918,5.849901282915851e-4
E861,5.849901282915851e-4
J9602,5.849901282915851e-4
Q211,5.768652653986464e-4
F339,5.768652653986464e-4
Z62810,5.768652653986464e-4
D61810,5.768652653986464e-4
I951,5.768652653986464e-4
Y92410,5.687404025057077e-4
Z96642,5.687404025057077e-4
I714,5.687404025057077e-4
M170,5.687404025057077e-4
M6282,5.606155396127691e-4
R7881,5.606155396127691e-4
I440,5.606155396127691e-4
O99284,5.606155396127691e-4
K5730,5.606155396127691e-4
O26893,5.524906767198303e-4
N289,5.524906767198303e-4
I4510,5.524906767198303e-4
K922,5.524906767198303e-4
F10129,5.443658138268917e-4
K8020,5.443658138268917e-4
D689,5.443658138268917e-4
B961,5.443658138268917e-4
J309,5.443658138268917e-4
Z87820,5.443658138268917e-4
Y92239,5.443658138268917e-4
N2581,5.36240950933953e-4
G8191,5.36240950933953e-4
Z800,5.36240950933953e-4
E878,5.281160880410143e-4
R748,5.281160880410143e-4
R21,5.281160880410143e-4
I872,5.281160880410143e-4
Z803,5.281160880410143e-4
O80,5.281160880410143e-4
L309,5.199912251480757e-4
Z62820,5.199912251480757e-4
O365930,5.11866362255137e-4
B952,5.11866362255137e-4
I5042,5.11866362255137e-4
O9952,5.11866362255137e-4
G8194,5.037414993621982e-4
I248,5.037414993621982e-4
G809,5.037414993621982e-4
Z6831,5.037414993621982e-4
I69351,5.037414993621982e-4
I119,5.037414993621982e-4
I2699,5.037414993621982e-4
K766,5.037414993621982e-4
F1410,5.037414993621982e-4
N200,5.037414993621982e-4
D6481,5.037414993621982e-4
B182,4.956166364692596e-4
Y92230,4.956166364692596e-4
G35,4.956166364692596e-4
R791,4.956166364692596e-4
K8590,4.874917735763209e-4
Y831,4.874917735763209e-4
Z6830,4.874917735763209e-4
R296,4.874917735763209e-4
R269,4.874917735763209e-4
O09523,4.874917735763209e-4
R4182,4.874917735763209e-4
Z91013,4.793669106833822e-4
Y908,4.793669106833822e-4
F29,4.793669106833822e-4
E1121,4.793669106833822e-4
B370,4.793669106833822e-4
D5700,4.7124204779044356e-4
K210,4.7124204779044356e-4
R42,4.7124204779044356e-4
I69354,4.7124204779044356e-4
Z3A36,4.7124204779044356e-4
Z933,4.6311718489750484e-4
B965,4.6311718489750484e-4
I493,4.6311718489750484e-4
F1590,4.6311718489750484e-4
S270XXA,4.5499232200456617e-4
J302,4.5499232200456617e-4
R319,4.5499232200456617e-4
I5021,4.5499232200456617e-4
F1110,4.5499232200456617e-4
R410,4.5499232200456617e-4
S2241XA,4.5499232200456617e-4
H3530,4.5499232200456617e-4
N1330,4.5499232200456617e-4
E873,4.5499232200456617e-4
M4316,4.5499232200456617e-4
R1110,4.5499232200456617e-4
F259,4.5499232200456617e-4
Y832,4.5499232200456617e-4
I6523,4.5499232200456617e-4
G935,4.468674591116275e-4
Z6844,4.468674591116275e-4
Z930,4.468674591116275e-4
E781,4.468674591116275e-4
F3481,4.468674591116275e-4
O9962,4.468674591116275e-4
R6510,4.468674591116275e-4
I25119,4.3874259621868884e-4
R634,4.3874259621868884e-4
Z85118,4.3874259621868884e-4
F200,4.3874259621868884e-4
J4520,4.3874259621868884e-4
F39,4.3874259621868884e-4
F902,4.3874259621868884e-4
K648,4.3874259621868884e-4
Y95,4.3874259621868884e-4
I469,4.306177333257501e-4
M5416,4.306177333257501e-4
F17290,4.306177333257501e-4
S0181XA,4.306177333257501e-4
Z9851,4.306177333257501e-4
K3580,4.306177333257501e-4
E890,4.306177333257501e-4
M5136,4.2249287043281145e-4
O6014X0,4.2249287043281145e-4
Z982,4.2249287043281145e-4
M542,4.2249287043281145e-4
E1169,4.2249287043281145e-4
Z792,4.2249287043281145e-4
S0101XA,4.2249287043281145e-4
I081,4.143680075398728e-4
R471,4.143680075398728e-4
O321XX0,4.143680075398728e-4
I313,4.0624314464693406e-4
E8352,4.0624314464693406e-4
E662,4.0624314464693406e-4
R310,4.0624314464693406e-4
G9389,4.0624314464693406e-4
R451,4.0624314464693406e-4
K5790,3.981182817539954e-4
C7931,3.981182817539954e-4
Z9079,3.981182817539954e-4
O24420,3.981182817539954e-4
O99324,3.981182817539954e-4
I5030,3.981182817539954e-4
G931,3.981182817539954e-4
J9610,3.981182817539954e-4
Z9861,3.981182817539954e-4
J101,3.899934188610567e-4
I2720,3.899934188610567e-4
O691XX0,3.899934188610567e-4
R600,3.899934188610567e-4
K920,3.899934188610567e-4
K5732,3.899934188610567e-4
C3490,3.899934188610567e-4
I712,3.899934188610567e-4
F1910,3.899934188610567e-4
K7200,3.899934188610567e-4
F88,3.8186855596811806e-4
J984,3.8186855596811806e-4
I878,3.8186855596811806e-4
G893,3.8186855596811806e-4
Z993,3.8186855596811806e-4
I351,3.8186855596811806e-4
K5660,3.8186855596811806e-4
E11319,3.7374369307517934e-4
J939,3.7374369307517934e-4
I080,3.7374369307517934e-4
Z801,3.7374369307517934e-4
K861,3.7374369307517934e-4
J439,3.7374369307517934e-4
I6521,3.7374369307517934e-4
F79,3.7374369307517934e-4
B9789,3.6561883018224067e-4
Z91410,3.6561883018224067e-4
E222,3.6561883018224067e-4
R402412,3.6561883018224067e-4
S065X0A,3.6561883018224067e-4
K831,3.57493967289302e-4
E869,3.57493967289302e-4
N138,3.57493967289302e-4
A4151,3.57493967289302e-4
I700,3.57493967289302e-4
N12,3.57493967289302e-4
R4781,3.57493967289302e-4
D539,3.57493967289302e-4
E162,3.57493967289302e-4
Z85528,3.57493967289302e-4
M329,3.57493967289302e-4
Z716,3.57493967289302e-4
Z9911,3.4936910439636333e-4
I442,3.4936910439636333e-4
Z6829,3.4936910439636333e-4
J210,3.4936910439636333e-4
S065X9A,3.4936910439636333e-4
Z809,3.4936910439636333e-4
G459,3.4936910439636333e-4
O4202,3.4936910439636333e-4
G919,3.4936910439636333e-4
Z3800,3.412442415034246e-4
K429,3.412442415034246e-4
N946,3.412442415034246e-4
N3000,3.412442415034246e-4
I161,3.412442415034246e-4
N10,3.412442415034246e-4
A084,3.412442415034246e-4
R0600,3.412442415034246e-4
K2270,3.412442415034246e-4
O623,3.412442415034246e-4
I517,3.412442415034246e-4
O7589,3.412442415034246e-4
O4292,3.412442415034246e-4
J020,3.412442415034246e-4
R590,3.3311937861048595e-4
Z85820,3.3311937861048595e-4
D251,3.3311937861048595e-4
T402X5A,3.3311937861048595e-4
F1021,3.3311937861048595e-4
E1143,3.249945157175473e-4
N858,3.249945157175473e-4
I361,3.249945157175473e-4
I4581,3.249945157175473e-4
C7800,3.249945157175473e-4
I890,3.249945157175473e-4
Y998,3.249945157175473e-4
J811,3.249945157175473e-4
K9189,3.249945157175473e-4
R630,3.249945157175473e-4
G8220,3.249945157175473e-4
Z8551,3.249945157175473e-4
K7290,3.249945157175473e-4
M4807,3.249945157175473e-4
R45850,3.1686965282460856e-4
O3663X0,3.1686965282460856e-4
K439,3.1686965282460856e-4
Y939,3.1686965282460856e-4
J029,3.1686965282460856e-4
L299,3.1686965282460856e-4
R633,3.1686965282460856e-4
F250,3.1686965282460856e-4
R030,3.1686965282460856e-4
Z7289,3.1686965282460856e-4
E1152,3.1686965282460856e-4
Z91048,3.1686965282460856e-4
Z560,3.1686965282460856e-4
M48061,3.087447899316699e-4
F4321,3.087447899316699e-4
Z9841,3.087447899316699e-4
E1310,3.087447899316699e-4
G800,3.087447899316699e-4
O34219,3.087447899316699e-4
L03113,3.087447899316699e-4
F333,3.087447899316699e-4
Z8774,3.087447899316699e-4
N132,3.006199270387312e-4
E1065,3.006199270387312e-4
Z9842,3.006199270387312e-4
L409,3.006199270387312e-4
R570,3.006199270387312e-4
Y92488,3.006199270387312e-4
I5031,3.006199270387312e-4
F10229,3.006199270387312e-4
E663,3.006199270387312e-4
B964,3.006199270387312e-4
R6251,3.006199270387312e-4
R350,3.006199270387312e-4
S27321A,3.006199270387312e-4
F429,2.9249506414579256e-4
B348,2.9249506414579256e-4
K7031,2.9249506414579256e-4
N281,2.9249506414579256e-4
Z01818,2.9249506414579256e-4
I083,2.9249506414579256e-4
E8881,2.9249506414579256e-4
B20,2.9249506414579256e-4
I6522,2.9249506414579256e-4
E874,2.9249506414579256e-4
N736,2.9249506414579256e-4
N393,2.9249506414579256e-4
R042,2.9249506414579256e-4
R0602,2.9249506414579256e-4
Z85850,2.9249506414579256e-4
K5720,2.8437020125285384e-4
K432,2.8437020125285384e-4
S0219XA,2.8437020125285384e-4
F0391,2.8437020125285384e-4
R05,2.8437020125285384e-4
O9912,2.8437020125285384e-4
Z8542,2.8437020125285384e-4
R1312,2.8437020125285384e-4
M5116,2.8437020125285384e-4
B954,2.8437020125285384e-4
T8131XA,2.8437020125285384e-4
C786,2.7624533835991517e-4
Z883,2.7624533835991517e-4
K353,2.7624533835991517e-4
R011,2.7624533835991517e-4
J8410,2.7624533835991517e-4
N136,2.7624533835991517e-4
I7300,2.7624533835991517e-4
G8250,2.7624533835991517e-4
K7030,2.7624533835991517e-4
F809,2.7624533835991517e-4
F17220,2.7624533835991517e-4
O621,2.7624533835991517e-4
M869,2.681204754669765e-4
S066X9A,2.681204754669765e-4
R609,2.681204754669765e-4
H548,2.681204754669765e-4
Z808,2.681204754669765e-4
Z433,2.681204754669765e-4
F1490,2.681204754669765e-4
V892XXA,2.681204754669765e-4
R5383,2.681204754669765e-4
Z8679,2.681204754669765e-4
F322,2.681204754669765e-4
Y92019,2.681204754669765e-4
E1022,2.681204754669765e-4
J95821,2.5999561257403783e-4
J9620,2.5999561257403783e-4
R0689,2.5999561257403783e-4
H9193,2.5999561257403783e-4
O721,2.5999561257403783e-4
L97529,2.5999561257403783e-4
I6529,2.5999561257403783e-4
J4541,2.5999561257403783e-4
O4103X0,2.5999561257403783e-4
M6281,2.5999561257403783e-4
R2689,2.518707496810991e-4
Y999,2.518707496810991e-4
Z22322,2.518707496810991e-4
S272XXA,2.518707496810991e-4
Q6589,2.518707496810991e-4
E282,2.518707496810991e-4
R159,2.518707496810991e-4
F1220,2.518707496810991e-4
O99354,2.518707496810991e-4
Z5331,2.518707496810991e-4
Z932,2.518707496810991e-4
C9000,2.518707496810991e-4
K8010,2.518707496810991e-4
Y92234,2.518707496810991e-4
Z9081,2.4374588678816045e-4
G40409,2.4374588678816045e-4
R5082,2.4374588678816045e-4
Z91010,2.4374588678816045e-4
J40,2.4374588678816045e-4
D252,2.4374588678816045e-4
D573,2.4374588678816045e-4
Q909,2.4374588678816045e-4
J45902,2.4374588678816045e-4
B349,2.4374588678816045e-4
J849,2.4374588678816045e-4
E0590,2.4374588678816045e-4
I441,2.4374588678816045e-4
K651,2.4374588678816045e-4
Z89511,2.3562102389522178e-4
R402362,2.3562102389522178e-4
R680,2.3562102389522178e-4
K8520,2.3562102389522178e-4
H269,2.3562102389522178e-4
Z639,2.3562102389522178e-4
F312,2.3562102389522178e-4
R102,2.3562102389522178e-4
S72142A,2.3562102389522178e-4
E079,2.3562102389522178e-4
M4712,2.3562102389522178e-4
Z3A35,2.3562102389522178e-4
F10231,2.3562102389522178e-4
W1839XA,2.3562102389522178e-4
J151,2.3562102389522178e-4
O7581,2.3562102389522178e-4
G9349,2.3562102389522178e-4
G4089,2.2749616100228308e-4
S2242XA,2.2749616100228308e-4
S066X0A,2.2749616100228308e-4
Z902,2.2749616100228308e-4
S0003XA,2.2749616100228308e-4
Z372,2.2749616100228308e-4
Z887,2.2749616100228308e-4
J9690,2.2749616100228308e-4
N2889,2.2749616100228308e-4
J219,2.2749616100228308e-4
D693,2.2749616100228308e-4
J329,2.2749616100228308e-4
M479,2.2749616100228308e-4
Z8042,2.2749616100228308e-4
K352,2.2749616100228308e-4
Z8572,2.1937129810934442e-4
Z2882,2.1937129810934442e-4
B009,2.1937129810934442e-4
Z9849,2.1937129810934442e-4
T45515A,2.1937129810934442e-4
M25551,2.1937129810934442e-4
R402142,2.1937129810934442e-4
N3289,2.1937129810934442e-4
I4901,2.1937129810934442e-4
Z95828,2.1937129810934442e-4
F4323,2.1937129810934442e-4
B957,2.1937129810934442e-4
K565,2.1937129810934442e-4
M5117,2.1937129810934442e-4
A4189,2.1937129810934442e-4
L97519,2.1937129810934442e-4
C9101,2.1937129810934442e-4
N939,2.1124643521640572e-4
O24429,2.1124643521640572e-4
I952,2.1124643521640572e-4
O1414,2.1124643521640572e-4
F819,2.1124643521640572e-4
L7632,2.1124643521640572e-4
S0081XA,2.1124643521640572e-4
K3189,2.1124643521640572e-4
D469,2.1124643521640572e-4
I9789,2.1124643521640572e-4
O2662,2.1124643521640572e-4
O411230,2.1124643521640572e-4
I69320,2.1124643521640572e-4
Z811,2.0312157232346703e-4
P599,2.0312157232346703e-4
Z8541,2.0312157232346703e-4
M19012,2.0312157232346703e-4
I69398,2.0312157232346703e-4
L03211,2.0312157232346703e-4
W1789XA,2.0312157232346703e-4
M5030,2.0312157232346703e-4
K8000,2.0312157232346703e-4
B951,2.0312157232346703e-4
I9589,2.0312157232346703e-4
C641,2.0312157232346703e-4
K047,2.0312157232346703e-4
I2781,2.0312157232346703e-4
Z8674,2.0312157232346703e-4
R9431,2.0312157232346703e-4
F1123,2.0312157232346703e-4
T502X5A,2.0312157232346703e-4
Q231,2.0312157232346703e-4
R200,2.0312157232346703e-4
T40605A,2.0312157232346703e-4
S0083XA,2.0312157232346703e-4
Z9111,1.9499670943052836e-4
C3411,1.9499670943052836e-4
M5430,1.9499670943052836e-4
E1043,1.9499670943052836e-4
M4317,1.9499670943052836e-4
Z85048,1.9499670943052836e-4
K209,1.9499670943052836e-4
R160,1.9499670943052836e-4
O9832,1.9499670943052836e-4
J918,1.9499670943052836e-4
F0281,1.9499670943052836e-4
Z9109,1.9499670943052836e-4
Z961,1.9499670943052836e-4
M868X7,1.9499670943052836e-4
E806,1.9499670943052836e-4
F0150,1.9499670943052836e-4
J910,1.9499670943052836e-4
T794XXA,1.9499670943052836e-4
O403XX0,1.9499670943052836e-4
D6851,1.9499670943052836e-4
F6381,1.9499670943052836e-4
B379,1.8687184653758967e-4
K644,1.8687184653758967e-4
Z5309,1.8687184653758967e-4
C541,1.8687184653758967e-4
J9691,1.8687184653758967e-4
I25118,1.8687184653758967e-4
K913,1.8687184653758967e-4
L270,1.8687184653758967e-4
Z91011,1.8687184653758967e-4
R402410,1.8687184653758967e-4
R270,1.8687184653758967e-4
R402252,1.8687184653758967e-4
R571,1.8687184653758967e-4
Z96659,1.8687184653758967e-4
K222,1.8687184653758967e-4
K4090,1.8687184653758967e-4
R402413,1.8687184653758967e-4
Y900,1.8687184653758967e-4
T83511A,1.8687184653758967e-4
A09,1.8687184653758967e-4
A6000,1.8687184653758967e-4
F1520,1.78746983644651e-4
K2980,1.78746983644651e-4
M47816,1.78746983644651e-4
M25561,1.78746983644651e-4
K625,1.78746983644651e-4
I2109,1.78746983644651e-4
I341,1.78746983644651e-4
D6859,1.78746983644651e-4
L89152,1.78746983644651e-4
O24425,1.78746983644651e-4
M47812,1.78746983644651e-4
F3181,1.78746983644651e-4
M4722,1.78746983644651e-4
Z371,1.78746983644651e-4
S32592A,1.78746983644651e-4
L02415,1.78746983644651e-4
M25511,1.78746983644651e-4
Z6820,1.78746983644651e-4
Z6826,1.78746983644651e-4
N83201,1.78746983644651e-4
S020XXA,1.78746983644651e-4
M159,1.78746983644651e-4
Z765,1.78746983644651e-4
F4320,1.78746983644651e-4
O30043,1.706221207517123e-4
Y846,1.706221207517123e-4
G40901,1.706221207517123e-4
O610,1.706221207517123e-4
K912,1.706221207517123e-4
N3090,1.706221207517123e-4
E11628,1.706221207517123e-4
Q210,1.706221207517123e-4
Z6822,1.706221207517123e-4
S72141A,1.706221207517123e-4
R300,1.706221207517123e-4
E109,1.706221207517123e-4
O9852,1.706221207517123e-4
T82868A,1.706221207517123e-4
R202,1.706221207517123e-4
Z89512,1.706221207517123e-4
H532,1.706221207517123e-4
J810,1.706221207517123e-4
D72819,1.706221207517123e-4
C20,1.706221207517123e-4
N83202,1.706221207517123e-4
N185,1.706221207517123e-4
K592,1.706221207517123e-4
I310,1.6249725785877364e-4
F341,1.6249725785877364e-4
Z1624,1.6249725785877364e-4
Z6825,1.6249725785877364e-4
Z6711,1.6249725785877364e-4
D250,1.6249725785877364e-4
O1494,1.6249725785877364e-4
K269,1.6249725785877364e-4
Z820,1.6249725785877364e-4
O6989X0,1.6249725785877364e-4
Z9013,1.6249725785877364e-4
F900,1.6249725785877364e-4
V8659XA,1.6249725785877364e-4
I69391,1.6249725785877364e-4
K5190,1.6249725785877364e-4
N529,1.6249725785877364e-4
K828,1.6249725785877364e-4
Z6845,1.6249725785877364e-4
O133,1.6249725785877364e-4
Y9301,1.6249725785877364e-4
O3483,1.5437239496583495e-4
I499,1.5437239496583495e-4
B9710,1.5437239496583495e-4
C7801,1.5437239496583495e-4
O1092,1.5437239496583495e-4
J15212,1.5437239496583495e-4
F1420,1.5437239496583495e-4
I671,1.5437239496583495e-4
I2119,1.5437239496583495e-4
Z90721,1.5437239496583495e-4
N1370,1.5437239496583495e-4
W07XXXA,1.5437239496583495e-4
O9903,1.5437239496583495e-4
C50912,1.5437239496583495e-4
Z6823,1.5437239496583495e-4
N800,1.5437239496583495e-4
Z934,1.5437239496583495e-4
C9110,1.5437239496583495e-4
G8911,1.5437239496583495e-4
I96,1.5437239496583495e-4
W19XXXD,1.5437239496583495e-4
K8689,1.5437239496583495e-4
K2210,1.5437239496583495e-4
R1013,1.5437239496583495e-4
R0682,1.5437239496583495e-4
K900,1.5437239496583495e-4
Z96649,1.5437239496583495e-4
S2232XA,1.5437239496583495e-4
Z8781,1.5437239496583495e-4
M3500,1.5437239496583495e-4
C719,1.4624753207289628e-4
Z936,1.4624753207289628e-4
I69392,1.4624753207289628e-4
Z91012,1.4624753207289628e-4
O368130,1.4624753207289628e-4
D571,1.4624753207289628e-4
J4530,1.4624753207289628e-4
Z432,1.4624753207289628e-4
F40240,1.4624753207289628e-4
J353,1.4624753207289628e-4
F314,1.4624753207289628e-4
K5669,1.4624753207289628e-4
J398,1.4624753207289628e-4
R402432,1.4624753207289628e-4
Z7409,1.4624753207289628e-4
E0500,1.4624753207289628e-4
